doc	source_file	pmid	field	kind	entity_id	label	original_spans	context	relationship_subject_id	relationship_subject_label	chemical_relationship	chemical_level_type	chemical_base_label	chebi_label	chemicals_utilized	study_taxa	strains	chemical_relationship_id	chemical_relationship_label	chemical_relationship_match_type	grounded_id	grounded_ids	kg_name	kg_category	match_type	kg_edge_count	kg_edge_evidence
398	00398-38630118-abstract.txt	38630118	strains	strain	AUTO:DSM%20116175T	DSM 116175T	1986:1997	...Lentzea sokolovensis sp. nov. for BCCO 10_0061T (=[[DSM 116175T]]), Lentzea kristufekii sp. nov. for BCCO 10_0798T ...							0	0	1									0	
398	00398-38630118-abstract.txt	38630118	strains	strain	AUTO:DSM%20116176T	DSM 116176T	2049:2060	... Lentzea kristufekii sp. nov. for BCCO 10_0798T (=[[DSM 116176T]]), and Lentzea miocenica sp. nov. for BCCO 10_0856...							0	0	1									0	
398	00398-38630118-abstract.txt	38630118	strains	strain	AUTO:DSM%20116177T	DSM 116177T	2114:2125	"...nd Lentzea miocenica sp. nov. for BCCO 10_0856T (=[[DSM 116177T]]).
"							0	0	1									0	
398	00398-38630118-abstract.txt	38630118	study_taxa	taxon_candidate	AUTO:Lentzea%20alba	Lentzea alba	569:581	...clustered together with Lentzea kentuckyensis and [[Lentzea alba]]. Morphological and chemotaxonomic characteristics...							0	1	0				NCBITaxon:2714351	NCBITaxon:2714351	Lentzea alba	biolink:OrganismTaxon	name	9	out:biolink:subclass_of:NCBITaxon:165301|out:METPO:2000517:mediadive.medium:84|out:METPO:2000517:mediadive.medium:987|out:METPO:2000517:mediadive.medium:J43|out:METPO:2000517:mediadive.medium:65
398	00398-38630118-abstract.txt	38630118	study_taxa	taxon_candidate	AUTO:Lentzea%20albidocapillata	Lentzea albidocapillata	469:492	...sa, Lentzea californiensis, Lentzea violacea, and [[Lentzea albidocapillata]], and strain BCCO 10_0856T clustered together with...							0	1	0				NCBITaxon:40571	NCBITaxon:40571	Lentzea albidocapillata	biolink:OrganismTaxon	name	35	in:biolink:subclass_of:NCBITaxon:128104|out:biolink:subclass_of:NCBITaxon:165301|out:METPO:2000517:mediadive.medium:65|out:METPO:2000517:mediadive.medium:J58|out:biolink:has_phenotype:METPO:1000602
398	00398-38630118-abstract.txt	38630118	study_taxa	taxon_candidate	AUTO:Lentzea%20californiensis	Lentzea californiensis	423:445	...8T in the same cluster as Lentzea flaviverrucosa, [[Lentzea californiensis]], Lentzea violacea, and Lentzea albidocapillata, a...							0	1	0				NCBITaxon:438851	NCBITaxon:438851	Lentzea californiensis	biolink:OrganismTaxon	name	15	out:biolink:subclass_of:NCBITaxon:165301|out:METPO:2000517:mediadive.medium:J43|out:METPO:2000517:mediadive.medium:65|out:METPO:2000517:mediadive.medium:J51|out:METPO:2000517:mediadive.medium:J58
398	00398-38630118-abstract.txt	38630118	study_taxa	taxon_candidate	AUTO:Lentzea%20flaviverrucosa	Lentzea flaviverrucosa	399:421	...nsis, strain BCCO 10_0798T in the same cluster as [[Lentzea flaviverrucosa]], Lentzea californiensis, Lentzea violacea, and Le...							0	1	0				NCBITaxon:200379	NCBITaxon:200379	Lentzea flaviverrucosa	biolink:OrganismTaxon	name	16	out:biolink:subclass_of:NCBITaxon:165301|out:METPO:2000517:mediadive.medium:J51|out:METPO:2000517:mediadive.medium:65|out:METPO:2000517:mediadive.medium:J58|out:biolink:has_phenotype:METPO:1000698
398	00398-38630118-abstract.txt	38630118	study_taxa	taxon_candidate	AUTO:Lentzea%20kentuckyensis	Lentzea kentuckyensis	543:564	... and strain BCCO 10_0856T clustered together with [[Lentzea kentuckyensis]] and Lentzea alba. Morphological and chemotaxonomi...							0	1	0				NCBITaxon:360086	NCBITaxon:360086	Lentzea kentuckyensis	biolink:OrganismTaxon	name	47	out:biolink:subclass_of:NCBITaxon:165301|out:METPO:2000517:mediadive.medium:65|out:METPO:2000517:mediadive.medium:J43|out:METPO:2000006:CHEBI:28675|out:METPO:2000006:CHEBI:28260
398	00398-38630118-abstract.txt	38630118	study_taxa	taxon_candidate	AUTO:Lentzea%20kristufekii	Lentzea kristufekii	2000:2019	...vensis sp. nov. for BCCO 10_0061T (=DSM 116175T), [[Lentzea kristufekii]] sp. nov. for BCCO 10_0798T (=DSM 116176T), and Le...							0	1	0				NCBITaxon:3095430	NCBITaxon:3095430	Lentzea kristufekii	biolink:OrganismTaxon	name	4	out:biolink:subclass_of:NCBITaxon:165301|out:METPO:2000517:mediadive.medium:65|in:biolink:subclass_of:kgmicrobe.strain:DSM-116176|in:biolink:subclass_of:kgmicrobe.strain:bacdive_174533
398	00398-38630118-abstract.txt	38630118	study_taxa	taxon_candidate	AUTO:Lentzea%20miocenica	Lentzea miocenica	2067:2084	"...ii sp. nov. for BCCO 10_0798T (=DSM 116176T), and [[Lentzea miocenica]] sp. nov. for BCCO 10_0856T (=DSM 116177T).
"							0	1	0				NCBITaxon:3095431	NCBITaxon:3095431	Lentzea miocenica	biolink:OrganismTaxon	name	4	out:biolink:subclass_of:NCBITaxon:165301|out:METPO:2000517:mediadive.medium:65|in:biolink:subclass_of:kgmicrobe.strain:DSM-116177|in:biolink:subclass_of:kgmicrobe.strain:bacdive_174534
398	00398-38630118-abstract.txt	38630118	study_taxa	taxon_candidate	AUTO:Lentzea%20sokolovensis	Lentzea sokolovensis	1936:1956	...nown BGCs (Lentzea, for which we propose the name [[Lentzea sokolovensis]] sp. nov. for BCCO 10_0061T (=DSM 116175T), Lentze...							0	1	0				NCBITaxon:3095429	NCBITaxon:3095429	Lentzea sokolovensis	biolink:OrganismTaxon	name	4	out:biolink:subclass_of:NCBITaxon:165301|out:METPO:2000517:mediadive.medium:65|in:biolink:subclass_of:kgmicrobe.strain:DSM-116175|in:biolink:subclass_of:kgmicrobe.strain:bacdive_174612
398	00398-38630118-abstract.txt	38630118	study_taxa	taxon_candidate	AUTO:Lentzea%20violacea	Lentzea violacea	447:463	...s Lentzea flaviverrucosa, Lentzea californiensis, [[Lentzea violacea]], and Lentzea albidocapillata, and strain BCCO 10_...							0	1	0				NCBITaxon:128104	NCBITaxon:128104	Lentzea albidocapillata subsp. violacea	biolink:OrganismTaxon	synonym	14	out:biolink:subclass_of:NCBITaxon:40571|out:METPO:2000517:mediadive.medium:J58|out:METPO:2000517:mediadive.medium:65|out:METPO:2000517:mediadive.medium:84|out:biolink:has_phenotype:METPO:1000698
398	00398-38630118-abstract.txt	38630118	study_taxa	taxon_candidate	AUTO:Lentzea%20waywayandensis	Lentzea waywayandensis	331:353	...s positioned BCCO 10_0061T in the same cluster as [[Lentzea waywayandensis]], strain BCCO 10_0798T in the same cluster as Lent...							0	1	0				NCBITaxon:84724	NCBITaxon:84724	Lentzea waywayandensis	biolink:OrganismTaxon	name	22	out:biolink:subclass_of:NCBITaxon:165301|out:METPO:2000517:mediadive.medium:65|out:METPO:2000517:mediadive.medium:J44|out:biolink:has_phenotype:METPO:1000698|out:biolink:has_phenotype:METPO:1000469
399	00399-38563675-abstract.txt	38563675	strains	strain	AUTO:A2-1T	A2-1T	461:466	...ted to the type strains Flavobacterium ardleyense [[A2-1T]] (98.8 %) and Flavobacterium cucumis R2A45-3T (96....							0	0	1									0	
399	00399-38563675-abstract.txt	38563675	strains	strain	AUTO:CECT%2030406T	CECT 30406T	1368:1379	... chemotaxonomic data suggest that strain LB-N7T (=[[CECT 30406T]]=RGM 3221T) represents as a novel bacterial specie...							0	0	1									0	
399	00399-38563675-abstract.txt	38563675	strains	strain	AUTO:HXWNR29T	HXWNR29T	705:713	...cterium cheniae NJ-26T, Flavobacterium odoriferum [[HXWNR29T]], Flavobacterium lacisediminis TH16-21T and Flavob...							0	0	1									0	
399	00399-38563675-abstract.txt	38563675	strains	strain	AUTO:LB-N7T	LB-N7T	7:13; 349:355; 549:555; 636:642; 863:869; 1359:1365	Strain [[LB-N7T]], a novel Gram-negative, orange, translucent, glid...; ...16S rRNA sequences (1337 bp) revealed that strain [[LB-N7T]] belongs to the genus Flavobacterium and is closel...; ...mis R2A45-3T (96.75 %). The genome size of strain [[LB-N7T]] was 2.93 Mb with a DNA G+C content 32.6 mol%. Gen...; ...tent 32.6 mol%. Genome comparisons grouped strain [[LB-N7T]] with Flavobacterium cheniae NJ-26T, Flavobacteriu...; ...gital DNA-DNA hybridization values between strain [[LB-N7T]] and the closest related Flavobacterium strains we...; ...omic, and chemotaxonomic data suggest that strain [[LB-N7T]] (=CECT 30406T=RGM 3221T) represents as a novel ba...							0	0	1									0	
399	00399-38563675-abstract.txt	38563675	strains	strain	AUTO:NJ-26T	NJ-26T	671:677	...grouped strain LB-N7T with Flavobacterium cheniae [[NJ-26T]], Flavobacterium odoriferum HXWNR29T, Flavobacteri...							0	0	1									0	
399	00399-38563675-abstract.txt	38563675	strains	strain	AUTO:R2A45-3T	R2A45-3T	503:511	...leyense A2-1T (98.8 %) and Flavobacterium cucumis [[R2A45-3T]] (96.75 %). The genome size of strain LB-N7T was 2...							0	0	1									0	
399	00399-38563675-abstract.txt	38563675	strains	strain	AUTO:RGM%203221T	RGM 3221T	1380:1389	...mic data suggest that strain LB-N7T (=CECT 30406T=[[RGM 3221T]]) represents as a novel bacterial species, for whi...							0	0	1									0	
399	00399-38563675-abstract.txt	38563675	strains	strain	AUTO:TH16-21T	TH16-21T	744:752	...odoriferum HXWNR29T, Flavobacterium lacisediminis [[TH16-21T]] and Flavobacterium celericrescens TWA-26T. The ca...							0	0	1									0	
399	00399-38563675-abstract.txt	38563675	strains	strain	AUTO:TWA-26T	TWA-26T	787:794	...iminis TH16-21T and Flavobacterium celericrescens [[TWA-26T]]. The calculated digital DNA-DNA hybridization val...							0	0	1									0	
399	00399-38563675-abstract.txt	38563675	study_taxa	taxon_candidate	AUTO:Flavobacterium%20ardleyense	Flavobacterium ardleyense	435:460	...terium and is closely related to the type strains [[Flavobacterium ardleyense]] A2-1T (98.8 %) and Flavobacterium cucumis R2A45-3...							0	1	0				NCBITaxon:2038737	NCBITaxon:2038737	Flavobacterium ardleyense	biolink:OrganismTaxon	name	4	out:biolink:subclass_of:NCBITaxon:237|in:biolink:subclass_of:kgmicrobe.strain:CCTCC-AB-2017157|in:biolink:subclass_of:kgmicrobe.strain:KCTC-52644|in:biolink:subclass_of:kgmicrobe.strain:bacdive_140760
399	00399-38563675-abstract.txt	38563675	study_taxa	taxon_candidate	AUTO:Flavobacterium%20celericrescens	Flavobacterium celericrescens	757:786	...WNR29T, Flavobacterium lacisediminis TH16-21T and [[Flavobacterium celericrescens]] TWA-26T. The calculated digital DNA-DNA hybridiza...							0	1	0				NCBITaxon:2709780	NCBITaxon:2709780	Flavobacterium celericrescens	biolink:OrganismTaxon	name	4	in:biolink:subclass_of:kgmicrobe.strain:BCRC-81200|in:biolink:subclass_of:kgmicrobe.strain:LMG-31333|in:biolink:subclass_of:kgmicrobe.strain:bacdive_166644|out:biolink:subclass_of:NCBITaxon:237
399	00399-38563675-abstract.txt	38563675	study_taxa	taxon_candidate	AUTO:Flavobacterium%20cheniae	Flavobacterium cheniae	648:670	...l%. Genome comparisons grouped strain LB-N7T with [[Flavobacterium cheniae]] NJ-26T, Flavobacterium odoriferum HXWNR29T, Flavo...							0	1	0				NCBITaxon:295428	NCBITaxon:295428	Flavobacterium cheniae	biolink:OrganismTaxon	name	32	out:biolink:subclass_of:NCBITaxon:237|out:METPO:2000517:mediadive.medium:830|out:biolink:has_phenotype:METPO:1000606|out:biolink:has_phenotype:METPO:1000699|out:biolink:has_phenotype:METPO:1000872
399	00399-38563675-abstract.txt	38563675	study_taxa	taxon_candidate	AUTO:Flavobacterium%20cucumis	Flavobacterium cucumis	480:502	...ains Flavobacterium ardleyense A2-1T (98.8 %) and [[Flavobacterium cucumis]] R2A45-3T (96.75 %). The genome size of strain LB-...							0	1	0				NCBITaxon:416016	NCBITaxon:416016	Flavobacterium cucumis	biolink:OrganismTaxon	name	35	out:biolink:subclass_of:NCBITaxon:237|out:METPO:2000517:mediadive.medium:830|out:biolink:has_phenotype:METPO:1000699|out:biolink:has_phenotype:METPO:1000872|out:biolink:has_phenotype:METPO:1000602
399	00399-38563675-abstract.txt	38563675	study_taxa	taxon_candidate	AUTO:Flavobacterium%20lacisediminis	Flavobacterium lacisediminis	715:743	...eniae NJ-26T, Flavobacterium odoriferum HXWNR29T, [[Flavobacterium lacisediminis]] TH16-21T and Flavobacterium celericrescens TWA-26...							0	1	0				NCBITaxon:2989705	NCBITaxon:2989705	Flavobacterium lacisediminis	biolink:OrganismTaxon	name	4	in:biolink:subclass_of:kgmicrobe.strain:KACC-22896|in:biolink:subclass_of:kgmicrobe.strain:MCCC-1K04592|in:biolink:subclass_of:kgmicrobe.strain:bacdive_170786|out:biolink:subclass_of:NCBITaxon:237
399	00399-38563675-abstract.txt	38563675	study_taxa	taxon_candidate	AUTO:Flavobacterium%20odoriferum	Flavobacterium odoriferum	679:704	...strain LB-N7T with Flavobacterium cheniae NJ-26T, [[Flavobacterium odoriferum]] HXWNR29T, Flavobacterium lacisediminis TH16-21T a...							0	1	0				NCBITaxon:2946604	NCBITaxon:2946604	Flavobacterium odoriferum	biolink:OrganismTaxon	name	4	in:biolink:subclass_of:kgmicrobe.strain:CGMCC-1.61821|in:biolink:subclass_of:kgmicrobe.strain:KCTC-92446|in:biolink:subclass_of:kgmicrobe.strain:bacdive_175636|out:biolink:subclass_of:NCBITaxon:237
399	00399-38563675-abstract.txt	38563675	study_taxa	taxon_candidate	AUTO:Flavobacterium%20psychraquaticum	Flavobacterium psychraquaticum	1451:1481	"... as a novel bacterial species, for which the name [[Flavobacterium psychraquaticum]] sp. nov. is proposed.
"							0	1	0				NCBITaxon:3103958	NCBITaxon:3103958	Flavobacterium psychraquaticum	biolink:OrganismTaxon	name	4	in:biolink:subclass_of:kgmicrobe.strain:CECT-30406|in:biolink:subclass_of:kgmicrobe.strain:RGM-3221|in:biolink:subclass_of:kgmicrobe.strain:bacdive_175600|out:biolink:subclass_of:NCBITaxon:237
400	00400-38536209-abstract.txt	38536209	strains	strain	AUTO:ACCC%2062447T	ACCC 62447T	1536:1547	"...sp. nov. is proposed. The type strain is FP205T (=[[ACCC 62447T]]=JCM 35687T).
"							0	0	1									0	
400	00400-38536209-abstract.txt	38536209	strains	strain	AUTO:FP205T	FP205T	750:756; 855:861; 1007:1013; 1384:1390; 1527:1533	"...alensis DSM 13194T. The DNA G+C content of strain [[FP205T]] was 59.8 mol%. The average nucleotide identity an...; ...nd digital DNA-DNA hybridization values of strain [[FP205T]] with the most closely related strain were 93.2 % ...; ...the threshold for species differentiation. Strain [[FP205T]] contained summed feature 3 (C16 : 1 ω6c and/or C1...; ... phylogenetic, and chemotaxonomic results, strain [[FP205T]] represents a novel species of the genus Pseudomon...; ...feiensis sp. nov. is proposed. The type strain is [[FP205T]] (=ACCC 62447T=JCM 35687T).
"							0	0	1									0	
400	00400-38536209-abstract.txt	38536209	strains	strain	AUTO:FP250T	FP250T	25:31; 493:499	Three bacterial strains, [[FP250T]], FP821, and FP53, were isolated from the rhizosph...; ...oD) and phylogenomic analysis showed that strains [[FP250T]], FP821, and FP53 belong to the genus Pseudomonas,...							0	0	1									0	
400	00400-38536209-abstract.txt	38536209	strains	strain	AUTO:FP53	FP53	44:48; 512:516	Three bacterial strains, FP250T, FP821, and [[FP53]], were isolated from the rhizosphere soil of oilse...; ...c analysis showed that strains FP250T, FP821, and [[FP53]] belong to the genus Pseudomonas, and are closely ...							0	0	1									0	
400	00400-38536209-abstract.txt	38536209	strains	strain	AUTO:FP821	FP821	33:38; 501:506	Three bacterial strains, FP250T, [[FP821]], and FP53, were isolated from the rhizosphere soi...; ...phylogenomic analysis showed that strains FP250T, [[FP821]], and FP53 belong to the genus Pseudomonas, and ar...							0	0	1									0	
400	00400-38536209-abstract.txt	38536209	strains	strain	AUTO:JCM%2035687T	JCM 35687T	1548:1558	"...proposed. The type strain is FP205T (=ACCC 62447T=[[JCM 35687T]]).
"							0	0	1									0	
400	00400-38536209-abstract.txt	38536209	study_taxa	taxon_candidate	AUTO:Pseudomonas%20brassicacearum	Pseudomonas brassicacearum	612:638	...ely related to Pseudomonas kilonensis DSM 13647T, [[Pseudomonas brassicacearum]] JCM 11938T, Pseudomonas viciae 11K1T, and Pseudom...							0	1	0				NCBITaxon:930166	NCBITaxon:930166|kgmicrobe.strain:bacdive_176791	Pseudomonas brassicacearum	biolink:OrganismTaxon	name	27	in:biolink:subclass_of:NCBITaxon:494916|out:biolink:subclass_of:NCBITaxon:286|out:METPO:2000517:mediadive.medium:535|out:METPO:2000517:mediadive.medium:1a|out:METPO:2000517:mediadive.medium:J12
400	00400-38536209-abstract.txt	38536209	study_taxa	taxon_candidate	AUTO:Pseudomonas%20hefeiensis	Pseudomonas hefeiensis	1463:1485	...cies of the genus Pseudomonas, for which the name [[Pseudomonas hefeiensis]] sp. nov. is proposed. The type strain is FP205T (...							0	1	0				NCBITaxon:2738125	NCBITaxon:2738125	Pseudomonas hefeiensis	biolink:OrganismTaxon	name	4	in:biolink:subclass_of:kgmicrobe.strain:ACCC-62447|in:biolink:subclass_of:kgmicrobe.strain:JCM-35687|in:biolink:subclass_of:kgmicrobe.strain:bacdive_175986|out:biolink:subclass_of:NCBITaxon:286
400	00400-38536209-abstract.txt	38536209	study_taxa	taxon_candidate	AUTO:Pseudomonas%20kilonensis	Pseudomonas kilonensis	577:599	...the genus Pseudomonas, and are closely related to [[Pseudomonas kilonensis]] DSM 13647T, Pseudomonas brassicacearum JCM 11938T...							0	1	0				NCBITaxon:132476	NCBITaxon:132476	Pseudomonas kilonensis	biolink:OrganismTaxon	name	16	out:biolink:subclass_of:NCBITaxon:286|out:METPO:2000517:mediadive.medium:907|out:METPO:2000517:mediadive.medium:J12|out:METPO:2000517:mediadive.medium:381|out:METPO:2000517:mediadive.medium:1
400	00400-38536209-abstract.txt	38536209	study_taxa	taxon_candidate	AUTO:Pseudomonas%20thivervalensis	Pseudomonas thivervalensis	681:707	...acearum JCM 11938T, Pseudomonas viciae 11K1T, and [[Pseudomonas thivervalensis]] DSM 13194T. The DNA G+C content of strain FP205T ...							0	1	0				NCBITaxon:86265	NCBITaxon:86265	Pseudomonas thivervalensis	biolink:OrganismTaxon	name	14	out:biolink:subclass_of:NCBITaxon:286|out:METPO:2000517:mediadive.medium:J12|out:METPO:2000517:mediadive.medium:1a|out:biolink:has_phenotype:METPO:1000615|out:biolink:has_phenotype:METPO:1000602
400	00400-38536209-abstract.txt	38536209	study_taxa	taxon_candidate	AUTO:Pseudomonas%20viciae	Pseudomonas viciae	651:669	...SM 13647T, Pseudomonas brassicacearum JCM 11938T, [[Pseudomonas viciae]] 11K1T, and Pseudomonas thivervalensis DSM 13194T....							0	1	0				NCBITaxon:2505979	NCBITaxon:2505979	Pseudomonas viciae	biolink:OrganismTaxon	name	4	out:biolink:subclass_of:NCBITaxon:286|in:biolink:subclass_of:kgmicrobe.strain:GDMCC-1.1743|in:biolink:subclass_of:kgmicrobe.strain:KACC-21650|in:biolink:subclass_of:kgmicrobe.strain:bacdive_167123
400	00400-38536209-abstract.txt	38536209	chemical_utilization_object	chemical	AUTO:NaCl	NaCl	331:335	... pH 6.0-9.0, and in the presence of 0-4.0 % (w/v) [[NaCl]]. Phylogenetic analyses based on 16S rRNA gene seq...	AUTO:FP250T	FP250T	tolerates	chemical_name	NaCl	NaCl	1	0	0	METPO:2000064	tolerates	label	CHEBI:26710	CHEBI:26710	NaCl	biolink:ChemicalEntity|biolink:ChemicalSubstance|biolink:SmallMolecule	synonym	2636	out:biolink:subclass_of:CHEBI:36093|out:biolink:subclass_of:CHEBI:38702|out:biolink:related_to:CHEBI:149552|out:biolink:has_chemical_role:CHEBI:149552|out:biolink:related_to:CHEBI:228364
400	00400-38536209-abstract.txt	38536209	chemical_utilization_object	chemical	AUTO:0-4.0%20%25%20%28w/v%29%20NaCl	0-4.0 % (w/v) NaCl	317:330; 331:335	All strains were shown to grow at 4-37 °C and pH 6.0-9.0, and in the presence of [[0-4.0 % (w/v)]] [[NaCl]].	AUTO:FP250T	FP250T	has range NaCl observation	concentration	NaCl	0-4.0 % (w/v) NaCl	1	0	0	METPO:2000509	has range NaCl observation	kg_microbe_metpo	CHEBI:26710	CHEBI:26710	0-4.0 % (w/v) NaCl	biolink:ChemicalEntity|biolink:ChemicalSubstance|biolink:SmallMolecule	context_concentration	2636	out:biolink:subclass_of:CHEBI:36093|out:biolink:subclass_of:CHEBI:38702|out:biolink:related_to:CHEBI:149552|out:biolink:has_chemical_role:CHEBI:149552|out:biolink:related_to:CHEBI:228364
400	00400-38536209-abstract.txt	38536209	chemical_utilization_object	chemical	AUTO:NaCl	NaCl	331:335	... pH 6.0-9.0, and in the presence of 0-4.0 % (w/v) [[NaCl]]. Phylogenetic analyses based on 16S rRNA gene seq...	AUTO:FP53	FP53	tolerates	chemical_name	NaCl	NaCl	1	0	0	METPO:2000064	tolerates	label	CHEBI:26710	CHEBI:26710	NaCl	biolink:ChemicalEntity|biolink:ChemicalSubstance|biolink:SmallMolecule	synonym	2636	out:biolink:subclass_of:CHEBI:36093|out:biolink:subclass_of:CHEBI:38702|out:biolink:related_to:CHEBI:149552|out:biolink:has_chemical_role:CHEBI:149552|out:biolink:related_to:CHEBI:228364
400	00400-38536209-abstract.txt	38536209	chemical_utilization_object	chemical	AUTO:0-4.0%20%25%20%28w/v%29%20NaCl	0-4.0 % (w/v) NaCl	317:330; 331:335	All strains were shown to grow at 4-37 °C and pH 6.0-9.0, and in the presence of [[0-4.0 % (w/v)]] [[NaCl]].	AUTO:FP53	FP53	has range NaCl observation	concentration	NaCl	0-4.0 % (w/v) NaCl	1	0	0	METPO:2000509	has range NaCl observation	kg_microbe_metpo	CHEBI:26710	CHEBI:26710	0-4.0 % (w/v) NaCl	biolink:ChemicalEntity|biolink:ChemicalSubstance|biolink:SmallMolecule	context_concentration	2636	out:biolink:subclass_of:CHEBI:36093|out:biolink:subclass_of:CHEBI:38702|out:biolink:related_to:CHEBI:149552|out:biolink:has_chemical_role:CHEBI:149552|out:biolink:related_to:CHEBI:228364
400	00400-38536209-abstract.txt	38536209	chemical_utilization_object	chemical	AUTO:NaCl	NaCl	331:335	... pH 6.0-9.0, and in the presence of 0-4.0 % (w/v) [[NaCl]]. Phylogenetic analyses based on 16S rRNA gene seq...	AUTO:FP821	FP821	tolerates	chemical_name	NaCl	NaCl	1	0	0	METPO:2000064	tolerates	label	CHEBI:26710	CHEBI:26710	NaCl	biolink:ChemicalEntity|biolink:ChemicalSubstance|biolink:SmallMolecule	synonym	2636	out:biolink:subclass_of:CHEBI:36093|out:biolink:subclass_of:CHEBI:38702|out:biolink:related_to:CHEBI:149552|out:biolink:has_chemical_role:CHEBI:149552|out:biolink:related_to:CHEBI:228364
400	00400-38536209-abstract.txt	38536209	chemical_utilization_object	chemical	AUTO:0-4.0%20%25%20%28w/v%29%20NaCl	0-4.0 % (w/v) NaCl	317:330; 331:335	All strains were shown to grow at 4-37 °C and pH 6.0-9.0, and in the presence of [[0-4.0 % (w/v)]] [[NaCl]].	AUTO:FP821	FP821	has range NaCl observation	concentration	NaCl	0-4.0 % (w/v) NaCl	1	0	0	METPO:2000509	has range NaCl observation	kg_microbe_metpo	CHEBI:26710	CHEBI:26710	0-4.0 % (w/v) NaCl	biolink:ChemicalEntity|biolink:ChemicalSubstance|biolink:SmallMolecule	context_concentration	2636	out:biolink:subclass_of:CHEBI:36093|out:biolink:subclass_of:CHEBI:38702|out:biolink:related_to:CHEBI:149552|out:biolink:has_chemical_role:CHEBI:149552|out:biolink:related_to:CHEBI:228364
400	00400-38536209-abstract.txt	38536209	pH_observation	phenotype_observation	AUTO:pH%20range%206.0-9.0	pH range 6.0-9.0	282:292	All strains were shown to grow at 4-37 °C and [[pH 6.0-9.0]], and in the presence of 0-4.0 % (w/v) NaCl.	AUTO:FP250T	FP250T	has range pH observation	range	pH		0	0	0	METPO:2000503	has range pH observation	kg_microbe_metpo	METPO:1001015	METPO:1001015	pH range observation	biolink:OntologyClass	kg_microbe_metpo	0	
400	00400-38536209-abstract.txt	38536209	temperature_observation	phenotype_observation	AUTO:temperature%20range%204-37%20%C2%B0C	temperature range 4-37 °C	270:277	All strains were shown to grow at [[4-37 °C]] and pH 6.0-9.0, and in the presence of 0-4.0 % (w/v) NaCl.	AUTO:FP250T	FP250T	has range temperature observation	range	temperature		0	0	0	METPO:2000055	has range temperature observation	kg_microbe_metpo	METPO:1001003	METPO:1001003	temperature range observation	biolink:OntologyClass	kg_microbe_metpo	0	
400	00400-38536209-abstract.txt	38536209	pH_observation	phenotype_observation	AUTO:pH%20range%206.0-9.0	pH range 6.0-9.0	282:292	All strains were shown to grow at 4-37 °C and [[pH 6.0-9.0]], and in the presence of 0-4.0 % (w/v) NaCl.	AUTO:FP53	FP53	has range pH observation	range	pH		0	0	0	METPO:2000503	has range pH observation	kg_microbe_metpo	METPO:1001015	METPO:1001015	pH range observation	biolink:OntologyClass	kg_microbe_metpo	0	
400	00400-38536209-abstract.txt	38536209	temperature_observation	phenotype_observation	AUTO:temperature%20range%204-37%20%C2%B0C	temperature range 4-37 °C	270:277	All strains were shown to grow at [[4-37 °C]] and pH 6.0-9.0, and in the presence of 0-4.0 % (w/v) NaCl.	AUTO:FP53	FP53	has range temperature observation	range	temperature		0	0	0	METPO:2000055	has range temperature observation	kg_microbe_metpo	METPO:1001003	METPO:1001003	temperature range observation	biolink:OntologyClass	kg_microbe_metpo	0	
400	00400-38536209-abstract.txt	38536209	pH_observation	phenotype_observation	AUTO:pH%20range%206.0-9.0	pH range 6.0-9.0	282:292	All strains were shown to grow at 4-37 °C and [[pH 6.0-9.0]], and in the presence of 0-4.0 % (w/v) NaCl.	AUTO:FP821	FP821	has range pH observation	range	pH		0	0	0	METPO:2000503	has range pH observation	kg_microbe_metpo	METPO:1001015	METPO:1001015	pH range observation	biolink:OntologyClass	kg_microbe_metpo	0	
400	00400-38536209-abstract.txt	38536209	temperature_observation	phenotype_observation	AUTO:temperature%20range%204-37%20%C2%B0C	temperature range 4-37 °C	270:277	All strains were shown to grow at [[4-37 °C]] and pH 6.0-9.0, and in the presence of 0-4.0 % (w/v) NaCl.	AUTO:FP821	FP821	has range temperature observation	range	temperature		0	0	0	METPO:2000055	has range temperature observation	kg_microbe_metpo	METPO:1001003	METPO:1001003	temperature range observation	biolink:OntologyClass	kg_microbe_metpo	0	
401	00401-38478579-abstract.txt	38478579	strains	strain	AUTO:DSM%20113422T	DSM 113422T	1924:1935	"...ovum tepidoasis sp. nov. with IN45T (=JCM 35101T =[[DSM 113422T]]) as the type strain.
"							0	0	1									0	
401	00401-38478579-abstract.txt	38478579	strains	strain	AUTO:IN45T	IN45T	63:68; 200:205; 923:928; 1296:1301; 1517:1522; 1798:1803; 1904:1909	"...ic methanotrophic bacterium, designated as strain [[IN45T]], was isolated from in situ colonisation systems d...; ...sea hydrothermal field in the mid-Okinawa Trough. [[IN45T]] was a moderately thermophilic obligate methanotro...; ...ethylothermaceae. The complete genome sequence of [[IN45T]] consisted of a 2.42-Mbp chromosome (DNA G+C conte...; ...ase gene was not found. The genome indicated that [[IN45T]] performs partial denitrification of nitrate to N2...; ... indices between the complete genome sequences of [[IN45T]] and M. caldicuralii IT-9T, such as digital DNA-DN...; ...cies level. On the basis of these results, strain [[IN45T]] represents a novel species, for which we propose ...; ...he name Methylomarinovum tepidoasis sp. nov. with [[IN45T]] (=JCM 35101T =DSM 113422T) as the type strain.
"							0	0	1									0	
